distance_km,traffic_level,prep_time_min,delivery_time_min
5.27,2,20.0,50.1
3.58,2,13.4,37.5
5.44,1,17.1,42.4
9.91,1,12.3,55.3
2.56,3,18.0,48.6
4.68,2,10.2,41.9
5.79,1,12.1,38.8
0.98,2,12.7,28.1
3.27,1,13.8,35.8
12.54,1,12.0,56.9
3.35,1,5.4,22.9
5.13,3,14.2,51.0
1.4,2,13.9,30.0
4.2,1,18.3,40.8
3.86,1,9.8,30.8
3.72,1,14.5,37.0
4.36,2,18.5,49.2
3.94,1,13.1,34.8
3.71,1,8.1,29.3
2.63,2,7.1,33.2
6.0,2,9.5,47.2
1.8,1,13.2,30.2
9.38,2,7.3,50.9
4.26,3,14.6,52.0
12.11,1,7.3,53.3
5.56,1,13.9,39.6
2.68,1,15.1,32.2
8.24,1,8.9,48.2
3.26,3,17.9,44.1
8.5,1,10.4,45.0
8.08,1,3.0,42.1
2.14,2,11.6,41.0
5.94,2,13.6,46.0
2.46,2,10.0,30.0
4.35,3,14.5,43.8
7.1,3,17.7,63.1
15.91,2,13.2,77.6
5.56,1,14.0,46.4
0.76,3,16.2,35.1
3.17,2,12.2,35.3
5.49,1,15.3,42.4
6.07,3,11.4,48.6
7.53,1,7.6,40.8
5.55,1,13.2,43.1
6.62,2,9.3,43.5
11.18,3,11.5,62.6
3.71,1,11.8,31.1
3.85,3,13.0,47.4
4.44,2,3.5,33.5
2.99,1,11.8,33.9
5.06,2,7.7,38.7
2.51,3,8.0,36.5
2.81,1,16.6,34.9
2.66,3,7.3,36.2
6.35,3,17.2,55.8
2.74,1,9.0,20.4
5.9,3,15.6,57.7
13.76,1,14.5,73.5
18.79,1,9.9,80.7
5.96,2,15.8,51.6
3.19,1,3.0,22.1
3.99,2,12.8,40.2
1.87,2,11.3,36.9
7.4,2,14.9,49.6
4.03,3,9.9,47.5
9.01,1,13.3,55.4
5.77,1,10.9,33.2
7.93,1,14.5,50.0
3.54,2,15.2,44.9
4.15,1,6.6,29.5
1.39,3,19.4,44.7
5.04,1,11.7,32.7
5.05,2,20.6,53.2
2.53,1,9.7,29.3
4.84,3,12.2,51.6
3.69,2,17.7,40.2
4.86,1,10.8,36.7
4.32,2,16.1,46.0
6.75,2,11.0,46.5
6.3,3,12.5,52.8
4.87,2,11.6,46.6
2.27,3,12.9,39.9
11.09,3,20.0,70.6
1.88,1,9.4,25.7
4.98,1,13.2,37.3
7.44,1,10.7,42.4
7.88,1,12.3,50.6
2.87,2,12.1,35.8
4.43,1,12.5,33.3
6.11,1,14.2,39.1
2.77,1,20.9,38.3
3.11,1,6.3,30.1
3.4,3,11.3,43.3
2.71,1,14.0,34.0
1.95,1,17.3,28.4
4.13,2,6.9,37.9
2.63,3,20.8,46.1
2.78,2,14.8,41.7
2.72,1,20.5,42.0
4.79,3,15.6,50.0
6.97,1,12.4,39.4
6.49,3,9.7,53.4
10.04,2,13.3,60.5
5.43,1,13.2,39.6
2.46,1,6.3,21.8
12.23,3,12.5,68.7
5.65,1,10.8,39.3
1.83,1,13.7,28.7
3.46,3,7.5,41.9
6.3,2,8.4,36.5
6.62,3,10.1,50.9
2.7,1,13.2,36.4
1.33,3,9.2,35.5
3.43,2,4.4,26.6
8.57,2,6.6,51.3
6.31,1,15.6,42.9
2.69,1,14.7,30.2
2.88,3,11.1,37.6
2.74,1,14.2,28.4
1.16,1,8.6,21.5
1.77,1,10.2,26.6
3.48,1,10.6,30.0
4.18,1,16.7,36.4
9.21,2,12.2,56.5
2.91,2,7.8,28.6
5.41,1,11.0,37.0
2.03,1,9.6,24.4
8.29,3,15.8,64.5
5.13,3,14.2,49.8
5.77,2,13.6,55.8
9.97,3,9.5,61.2
11.99,1,15.4,67.0
2.88,2,14.3,37.7
4.39,2,5.6,34.6
12.32,2,11.5,59.0
4.94,1,13.3,40.7
6.96,1,12.6,41.8
3.29,3,12.8,42.0
6.43,1,13.4,43.9
11.56,2,15.6,69.7
3.3,2,15.4,33.7
1.97,1,12.5,28.7
2.42,1,8.1,26.3
3.88,2,3.1,28.1
3.39,1,7.8,27.4
7.37,3,10.7,53.6
6.06,1,13.5,43.9
3.44,2,19.9,41.6
2.38,1,14.9,29.7
8.47,2,6.8,52.0
6.09,3,14.2,52.5
5.69,3,9.3,43.2
7.08,3,8.2,55.6
6.29,2,10.3,46.5
9.79,2,15.6,61.5
7.95,2,11.0,49.3
6.77,1,14.7,50.1
7.03,2,11.6,45.3
4.2,2,9.9,37.1
3.48,1,12.1,35.9
3.61,1,18.9,39.0
3.7,1,11.8,32.0
3.25,2,16.4,43.5
3.66,3,17.5,49.9
9.24,1,17.9,56.3
6.22,2,13.0,44.5
3.24,2,15.7,40.7
3.08,2,13.5,36.1
5.08,2,6.9,40.9
3.35,1,9.7,29.1
3.59,3,10.3,46.3
4.29,1,19.2,49.5
2.11,1,7.8,31.6
3.94,1,8.0,31.2
9.39,3,14.3,62.7
4.06,1,14.2,33.7
4.39,2,11.9,38.9
4.21,3,7.5,40.7
1.44,1,3.0,10.1
6.14,2,18.2,49.5
4.41,1,10.3,30.6
3.79,2,13.4,36.4
10.3,3,9.5,61.0
8.74,3,7.8,63.2
5.98,2,9.8,41.6
2.57,3,17.0,52.8
10.33,2,15.0,60.3
5.27,1,21.6,44.6
3.46,1,8.6,31.3
7.32,2,10.4,49.7
2.58,2,11.8,40.3
1.21,1,15.7,29.1
1.67,1,17.3,33.5
5.54,1,8.1,34.9
6.36,2,11.7,42.9
9.38,2,8.8,54.6
20.0,3,8.4,98.7
6.36,3,15.2,57.5
9.89,1,11.8,53.3
5.15,3,13.8,48.9
5.41,2,16.4,45.9
3.46,1,15.0,42.6
2.59,2,20.0,42.7
6.31,3,16.3,55.3
8.45,3,12.6,55.4
4.97,2,10.0,38.4
2.75,3,12.8,40.1
5.38,2,15.4,49.3
5.15,3,13.1,50.9
5.26,1,8.0,25.7
4.08,1,10.7,31.4
14.98,1,8.4,70.2
9.06,3,20.0,71.8
8.35,2,15.8,62.8
8.55,3,7.3,58.9
6.18,1,11.4,43.0
4.1,1,15.0,36.8
6.94,1,13.5,46.6
2.8,1,11.0,31.7
3.69,3,3.0,35.9
12.26,1,17.4,66.5
4.47,1,8.5,33.4
3.06,3,16.5,46.7
4.41,3,16.0,50.8
6.53,2,10.4,47.4
1.93,2,11.2,31.0
4.5,3,12.6,45.6
7.3,1,10.9,46.5
4.21,1,11.6,31.5
8.87,1,11.0,48.3
5.13,1,19.0,45.8
4.78,1,15.7,46.4
2.58,1,7.5,24.3
4.32,1,7.4,25.7
5.67,2,13.6,43.8
2.73,1,15.0,37.6
5.62,2,11.4,42.3
2.87,2,3.0,32.1
3.96,2,18.2,38.1
1.88,3,6.5,27.9
3.59,2,12.2,36.9
6.54,1,9.6,41.4
3.29,2,9.3,39.6
3.33,3,7.4,33.3
6.39,2,8.2,43.6
1.28,3,15.1,41.4
3.53,2,19.5,47.9
1.24,1,12.4,26.4
5.7,1,13.4,42.6
3.4,1,14.4,33.4
5.44,2,15.3,49.6
2.86,1,10.0,32.5
8.1,1,15.6,50.6
6.8,2,11.2,52.2
9.14,2,10.3,54.6
2.15,3,3.0,28.1
8.1,1,11.7,49.6
3.63,3,5.9,41.8
2.17,1,13.6,29.8
2.42,2,13.3,37.0
2.08,2,7.0,27.5
7.54,1,11.9,47.7
5.77,3,10.6,46.2
5.62,3,10.0,44.8
0.85,3,14.2,42.1
5.46,2,13.4,47.4
6.29,1,9.7,36.0
7.33,3,5.1,48.0
5.35,2,14.5,43.4
10.69,1,6.6,53.5
5.59,1,9.5,35.5
3.78,1,11.7,29.7
1.97,2,14.5,34.1
11.68,2,13.6,58.4
8.2,2,10.3,50.2
3.36,3,14.0,38.8
6.99,1,12.8,41.9
7.31,2,19.1,59.0
2.4,1,12.7,34.7
11.02,1,11.1,58.9
5.67,3,6.5,47.7
11.1,1,11.1,48.5
7.73,1,7.6,39.7
1.08,2,4.4,25.9
4.79,3,8.5,46.7
0.88,3,15.7,36.8
3.14,2,15.9,37.8
3.29,2,11.6,39.7
3.5,2,7.7,30.4
4.99,3,9.7,43.8
4.38,2,5.8,31.4
9.19,2,14.0,51.1
7.1,1,14.6,47.3
3.75,3,9.8,45.4
1.93,2,10.7,33.8
3.16,1,11.1,28.5
2.0,1,8.5,27.2
2.04,2,13.2,30.9
5.78,2,7.2,31.0
13.62,1,9.3,61.3
1.39,1,16.0,31.6
6.87,2,9.3,40.7
4.83,1,13.6,37.5
2.82,1,15.9,34.6
10.26,2,14.5,62.9
4.21,3,15.5,53.7
2.88,1,13.0,28.7
10.51,3,15.9,66.2
5.53,2,11.8,45.0
3.06,1,7.0,30.8
10.49,3,11.4,65.5
6.64,1,10.7,40.4
2.53,1,5.5,23.2
3.79,3,13.5,50.5
5.45,2,15.0,49.6
4.28,1,6.5,32.7
3.96,1,7.8,31.5
13.79,2,10.4,73.3
8.13,1,9.6,48.0
6.29,2,16.7,52.4
4.32,2,9.8,37.5
1.2,1,13.1,26.0
5.14,3,7.2,45.0
3.49,2,10.4,30.7
2.88,2,13.8,35.1
3.49,2,8.7,31.2
2.4,2,3.0,27.9
9.03,1,13.5,57.5
7.14,2,13.6,54.2
1.1,1,15.0,28.7
2.5,2,16.4,34.2
3.13,2,8.3,40.0
6.54,1,7.6,40.7
2.9,1,3.7,27.6
5.54,2,13.7,47.3
0.99,2,11.3,31.8
2.0,3,10.3,41.0
3.67,1,18.6,38.1
4.21,2,11.4,42.3
7.0,3,11.6,46.5
4.35,1,9.9,37.3
4.8,2,13.9,46.4
2.58,3,9.5,38.1
4.19,3,15.0,51.3
2.57,1,18.0,45.9
12.73,2,9.8,67.5
3.0,1,16.5,36.1
3.78,3,4.0,34.4
5.89,2,11.7,45.9
8.69,3,11.7,57.5
3.87,2,11.7,42.7
8.08,1,15.3,50.0
3.83,2,21.7,48.9
3.33,3,18.4,50.1
3.09,2,15.3,41.0
4.2,3,11.9,45.8
2.43,1,9.1,28.0
2.84,1,12.2,29.9
3.67,3,10.5,44.0
3.13,1,8.7,30.1
3.75,2,13.0,39.3
3.85,2,17.1,42.2
4.4,1,7.3,38.3
9.8,2,17.4,62.8
12.23,1,13.5,68.1
7.31,1,21.8,57.9
1.66,2,9.5,27.7
4.32,1,16.3,40.8
10.06,3,7.0,58.6
14.26,1,8.7,64.5
1.45,2,12.3,32.8
2.98,1,12.7,38.2
7.37,2,14.8,51.9
5.95,1,7.1,41.2
4.04,1,10.8,31.2
18.7,1,10.6,81.2
3.59,2,11.6,39.9
10.4,2,15.0,63.7
3.86,2,18.3,38.6
3.66,3,5.9,37.3
2.33,1,13.3,26.2
1.65,2,11.2,32.4
6.27,2,12.6,47.9
3.66,3,14.6,43.7
5.89,1,14.0,46.5
8.16,3,4.9,54.7
4.43,1,15.9,38.2
4.58,1,12.7,46.6
3.81,1,8.9,31.8
8.59,3,14.8,65.9
2.16,1,12.0,28.1
0.88,2,3.0,16.7
3.88,1,13.1,39.5
4.26,3,18.1,53.2
5.37,3,12.0,42.7
4.94,1,8.5,35.1
5.42,2,15.7,47.4
6.92,1,9.5,44.3
8.69,2,15.6,59.1
3.06,1,16.9,37.1
7.79,3,12.2,61.9
10.17,2,6.4,52.2
6.55,1,15.5,44.9
3.4,2,13.7,38.3
3.56,2,10.1,37.4
3.64,1,15.7,36.0
4.31,1,12.4,35.1
3.7,2,3.5,28.3
4.91,1,14.0,36.7
2.88,2,9.7,34.9
8.12,1,9.2,43.3
3.37,1,18.0,38.0
2.13,3,9.9,40.3
9.04,1,11.4,52.0
7.08,1,8.4,45.2
2.23,2,9.5,25.8
9.4,2,12.4,55.2
4.15,2,12.8,39.9
6.98,3,16.7,59.1
4.53,1,16.1,40.4
8.42,3,8.0,53.3
7.17,3,11.0,56.0
5.3,2,11.7,44.8
4.03,2,10.7,34.9
7.97,1,10.3,47.5
6.55,1,16.7,43.3
2.49,2,13.4,42.3
4.73,1,14.4,38.5
4.36,2,13.7,42.4
1.85,1,10.7,29.8
6.48,3,6.5,44.7
8.91,1,10.3,43.4
7.67,3,11.1,54.1
5.8,3,13.8,57.0
4.38,1,9.3,36.1
8.73,1,10.3,44.6
3.98,3,9.9,40.6
7.89,1,9.2,48.9
9.34,3,17.6,73.4
3.86,2,16.7,39.7
0.83,2,17.7,33.9
6.37,3,17.4,57.0
3.53,3,7.4,32.8
6.77,2,17.5,55.3
5.48,1,10.7,41.0
5.08,1,14.3,41.1
9.03,2,10.1,51.6
8.41,2,10.8,52.4
12.01,3,5.9,66.7
4.73,1,3.0,27.4
10.04,2,9.8,55.8
4.63,1,10.8,34.9
3.38,2,12.8,41.9
5.31,1,11.7,43.3
5.5,1,14.5,44.2
10.6,2,13.6,62.2
5.37,2,11.9,45.3
12.73,1,10.2,62.3
3.93,1,11.0,30.8
5.72,2,17.9,54.8
1.39,2,9.3,26.7
6.04,2,10.3,45.3
4.03,1,14.4,33.6
0.76,2,11.4,27.0
0.81,3,12.9,38.3
8.06,3,15.7,59.2
2.39,2,10.9,28.8
11.27,1,6.6,45.6
5.15,2,14.8,42.5
6.07,1,3.0,31.0
7.17,2,15.4,52.7
2.44,2,10.1,28.9
4.23,1,9.6,32.7
9.6,1,11.7,49.5
7.05,2,6.8,45.7
4.82,2,5.6,36.5
3.04,1,3.9,21.8
7.57,1,10.5,42.0
5.38,2,9.0,40.6
4.96,1,3.0,30.1
6.53,3,13.9,52.2
6.6,1,9.5,42.8
2.4,1,15.6,30.7
9.53,2,13.0,54.3
9.09,3,13.1,63.7
7.99,2,14.7,50.2
5.93,3,10.1,53.9
4.65,2,14.2,42.6
8.1,1,13.7,48.7
3.18,2,10.9,41.9
2.14,1,18.7,31.0
3.29,2,17.6,46.3
2.87,2,15.2,39.4
4.45,1,12.1,37.1
2.09,2,11.1,36.8
8.07,2,13.2,59.4
2.74,2,12.7,38.0
7.34,3,16.7,61.2
2.43,1,13.3,30.2
5.95,1,12.6,37.9
2.9,3,12.5,37.4
9.26,2,11.8,59.6
5.46,2,17.6,49.4
2.83,2,12.3,33.2
4.85,2,11.6,41.1
6.41,2,17.1,53.5
4.79,2,9.9,39.4
1.53,2,6.5,27.9
5.46,1,15.7,45.0
4.89,3,16.3,55.6
5.2,3,15.6,48.0
8.3,2,9.4,49.9
8.07,1,11.7,48.0
3.81,2,5.8,33.7
4.12,1,11.7,36.8
4.62,3,13.0,41.7
2.29,1,10.3,24.1
9.92,2,14.7,64.5
2.06,1,14.6,36.8
3.04,3,11.9,41.4
5.43,3,16.2,49.1
3.59,2,11.7,32.6
4.91,1,13.3,41.0
6.16,2,17.6,57.6
7.07,1,19.7,54.6
5.74,3,6.1,43.4
1.85,3,10.7,38.2
7.48,2,7.4,41.0
0.61,3,12.5,31.4
2.74,2,12.4,34.9
5.61,1,13.0,38.1
6.82,2,6.5,38.5
6.21,1,12.9,46.4
5.97,1,8.6,40.0
2.1,1,7.4,19.5
7.61,3,11.7,64.0
4.09,1,10.8,39.8
1.39,2,14.1,33.6
6.96,2,9.2,47.1
6.2,1,16.2,39.6
1.51,1,9.6,28.8
3.22,3,7.9,37.4
7.96,1,7.0,46.4
1.72,2,11.0,32.7
2.79,2,19.3,41.9
4.09,3,12.1,43.7
7.75,1,7.9,37.7
1.75,3,7.3,33.8
6.54,2,11.5,47.2
5.93,1,6.5,33.7
7.91,3,22.6,58.3
2.19,1,11.1,23.7
2.41,2,8.9,32.5
2.68,2,13.7,38.9
2.94,2,7.8,39.1
5.23,2,8.8,36.7
7.41,1,9.4,40.6
5.16,1,9.5,36.8
5.14,1,12.1,37.2
4.58,2,11.1,36.3
7.49,3,10.3,56.7
5.13,2,16.8,50.1
4.29,3,3.0,35.5
3.14,1,15.7,32.9
9.57,1,7.5,53.7
3.49,3,16.5,45.9
8.62,1,12.9,45.1
1.76,1,5.7,22.4
7.19,2,7.1,38.0
5.77,3,10.7,49.0
3.79,2,6.3,32.7
3.95,2,9.0,35.7
2.85,3,17.9,44.9
2.16,2,9.7,36.4
7.1,3,12.9,52.4
8.43,1,10.7,45.3
6.8,1,12.2,43.6
4.36,1,12.4,36.0
2.26,1,16.1,32.6
3.48,2,18.5,44.5
4.75,2,15.2,43.8
13.65,2,3.5,59.0
0.97,1,8.8,20.5
3.89,2,17.7,48.0
6.32,2,14.2,50.0
6.27,1,13.8,46.1
7.42,3,15.4,55.1
3.11,1,9.5,34.6
3.94,1,8.4,34.6
5.69,2,9.0,40.1
5.77,3,12.2,47.4
6.34,2,13.5,47.2
5.32,1,16.3,48.7
8.65,1,14.3,56.7
3.66,2,10.9,29.6
3.96,1,15.5,42.0
11.98,2,9.1,67.5
5.18,2,13.7,42.7
2.66,1,11.4,32.0
4.18,1,11.9,34.2
12.91,1,10.3,63.1
6.33,2,12.9,50.6
1.46,1,7.8,20.9
8.02,1,10.1,39.1
11.23,3,13.1,72.3
4.41,3,15.0,49.8
3.87,1,8.2,24.5
9.26,2,16.2,64.2
7.55,3,15.9,63.3
4.95,3,14.8,45.5
10.52,2,14.9,64.5
5.38,2,15.9,45.3
7.24,1,11.3,44.3
5.19,2,5.6,41.9
6.8,2,8.4,46.6
2.72,3,15.9,45.2
5.17,2,10.8,41.1
0.77,3,17.6,41.8
7.96,1,15.9,53.3
2.94,3,10.5,44.1
3.69,2,17.2,48.5
4.37,3,3.0,35.8
2.0,1,15.9,32.8
4.95,3,14.2,43.7
7.93,2,11.3,55.9
9.87,1,9.2,46.2
2.6,1,8.7,28.7
6.47,1,8.4,33.6
10.24,2,12.9,61.3
4.47,3,11.1,38.7
0.79,2,8.8,27.5
5.07,1,9.2,37.1
8.85,2,15.1,55.3
6.16,1,12.2,46.0
2.41,2,10.1,35.3
3.82,1,16.8,34.2
2.5,1,14.2,28.6
2.88,2,9.9,39.0
1.52,2,15.4,29.7
2.4,1,9.6,31.9
4.57,1,11.7,37.8
4.28,2,15.1,38.7
7.29,1,15.0,43.9
6.01,1,9.8,40.4
2.22,3,17.9,44.7
6.54,1,15.1,44.8
6.26,1,14.9,48.2
3.34,3,12.9,46.4
7.39,2,11.0,45.9
4.32,3,11.3,41.4
0.94,1,18.6,27.7
11.15,2,14.1,61.6
4.71,2,10.1,37.5
9.87,2,11.6,59.9
5.52,2,7.5,32.5
5.55,2,10.6,47.7
4.43,1,3.4,30.4
4.67,3,5.2,38.4
6.41,1,8.7,42.1
6.05,1,20.6,50.5
10.31,1,11.6,52.6
3.79,3,13.9,50.7
3.36,1,10.1,30.2
3.3,1,20.0,39.0
2.44,2,14.8,38.9
3.26,1,10.0,27.7
1.95,1,10.5,31.2
8.25,1,12.1,53.0
5.78,3,8.0,43.3
4.65,3,11.1,48.9
4.12,2,13.9,46.5
4.49,3,6.0,41.0
5.07,2,16.9,52.2
4.47,3,17.0,55.9
3.13,1,12.7,33.6
5.25,1,14.7,45.4
8.09,2,13.1,58.3
10.25,1,10.0,52.4
4.34,1,15.5,37.7
3.8,2,13.1,46.8
9.16,3,10.8,57.7
4.17,1,6.8,35.6
7.41,1,10.0,43.2
2.72,1,16.4,36.9
5.88,1,14.8,43.5
7.49,2,10.4,47.4
8.43,2,17.5,60.8
6.52,2,11.2,49.2
2.91,3,11.9,38.9
1.11,1,11.6,26.6
7.66,3,6.4,49.8
4.94,1,13.5,39.9
4.77,2,15.7,41.9
4.88,2,11.4,38.9
2.5,3,21.7,54.2
6.09,2,7.1,45.8
4.34,2,13.0,41.1
6.33,2,11.0,47.5
6.21,1,14.5,44.5
8.13,1,12.7,48.8
4.51,2,14.0,48.5
2.57,1,9.1,28.7
4.77,2,13.7,41.8
3.04,3,15.0,39.1
9.39,3,11.5,56.3
5.95,1,5.4,40.6
1.65,3,5.5,33.0
7.96,1,7.7,46.8
2.95,2,11.9,38.3
5.67,1,6.3,32.8
3.86,3,11.4,41.9
4.07,1,12.0,34.2
4.72,2,7.5,30.5
4.45,3,14.6,42.4
2.35,3,7.4,33.3
1.89,1,13.0,25.3
4.45,3,19.2,51.2
6.97,3,6.0,50.3
1.93,2,11.3,39.1
9.97,3,17.0,72.8
4.03,3,12.0,41.8
8.47,3,8.4,52.2
4.55,2,11.2,42.1
19.14,1,6.0,76.9
9.33,2,10.4,55.9
8.77,2,12.3,55.5
7.69,1,9.4,46.0
1.72,1,11.0,19.6
1.77,2,4.5,26.3
4.95,2,16.9,41.2
7.08,3,9.7,55.5
6.68,1,12.3,41.9
3.37,2,11.1,34.3
4.14,2,11.2,41.6
4.71,1,13.2,40.6
12.3,2,13.6,67.6
6.2,1,10.7,43.6
2.65,2,8.5,28.1
3.13,1,16.6,37.4
3.01,2,5.4,32.4
5.68,1,14.9,41.7
6.28,3,7.4,50.7
6.11,1,10.2,42.5
2.84,2,13.8,43.4
1.22,1,12.2,24.7
5.93,2,10.6,41.2
4.69,2,14.4,41.8
6.76,2,12.7,50.6
2.55,2,9.6,34.1
7.6,1,10.3,45.2
8.97,2,7.2,47.6
13.02,2,11.9,67.9
6.5,3,20.0,63.8
2.74,1,13.5,34.7
4.46,2,14.3,40.2
10.98,1,10.4,57.0
6.26,2,5.4,39.1
7.99,1,10.2,46.2
2.83,1,13.1,29.6
6.56,1,8.5,37.9
6.44,1,7.3,36.1
4.85,3,11.7,46.0
6.78,2,14.5,47.6
3.19,3,8.8,42.2
9.46,1,19.0,57.7
8.36,1,9.7,48.8
15.13,2,11.2,74.7
5.58,3,7.0,44.7
12.85,1,15.3,61.1
4.35,2,4.6,29.7
2.25,1,11.1,27.1
3.4,1,12.9,29.2
5.16,2,14.3,47.5
9.06,2,14.2,56.0
5.99,2,7.7,38.6
6.61,2,14.1,48.9
1.31,2,10.4,30.6
10.99,3,3.5,58.4
4.08,1,20.0,48.6
4.5,2,13.4,46.3
7.24,3,14.4,56.9
2.26,2,15.9,35.1
2.13,1,11.6,23.3
2.05,3,9.5,37.7
5.29,2,13.9,48.9
2.32,3,15.8,42.1
3.08,1,17.2,33.7
9.18,1,7.1,46.3
16.53,1,15.9,75.7
2.68,2,5.4,29.0
11.67,2,14.3,67.9
5.58,1,9.6,36.5
5.33,3,14.8,53.0
7.47,3,15.3,61.8
7.83,2,14.1,50.1
5.62,1,15.6,39.6
6.97,2,15.2,52.2
5.86,2,12.8,36.5
3.22,3,17.7,50.5
4.93,3,11.9,46.1
4.52,2,9.7,39.5
6.1,1,13.0,44.6
1.49,1,9.1,17.5
8.78,1,12.1,53.8
13.76,2,12.1,72.8
9.34,1,19.0,49.5
4.8,3,19.6,50.2
10.34,1,6.7,57.5
5.61,2,8.6,44.0
3.31,1,15.5,39.4
4.99,2,13.5,43.9
1.67,3,19.4,47.5
5.21,2,16.1,41.2
6.1,3,11.7,48.0
9.03,2,23.1,71.7
3.07,2,6.3,34.9
3.59,1,14.3,34.5
3.33,2,17.2,44.3
1.59,3,15.1,37.2
2.05,2,9.4,26.3
5.31,2,7.4,42.7
3.83,1,15.6,36.2
12.05,2,11.2,65.3
6.54,1,11.8,44.5
2.88,1,13.7,34.0
7.93,1,11.7,51.0
5.14,2,18.4,47.2
3.58,2,17.7,41.8
3.59,1,6.2,30.7
9.7,3,14.4,69.0
2.33,1,11.8,25.1
1.87,3,6.4,27.4
3.31,1,13.0,30.8
6.53,3,12.6,53.8
4.19,2,9.0,38.4
4.26,1,13.6,33.1
4.53,2,17.7,47.4
4.51,1,9.1,39.2
1.74,3,7.6,25.6
4.14,1,9.5,33.8
4.99,1,13.8,39.9
11.04,1,18.4,61.4
3.34,2,9.3,36.9
3.95,2,8.5,39.1
0.92,2,8.7,22.4
6.23,3,9.5,49.9
2.83,2,19.2,44.6
5.42,3,15.6,51.9
2.73,2,3.0,29.0
13.22,1,9.8,64.2
12.27,1,12.2,65.6
3.48,2,8.7,37.3
10.45,2,10.1,61.0
4.18,1,10.2,38.3
3.89,1,13.1,35.9
2.82,2,18.1,47.3
5.07,3,3.0,35.6
5.6,2,13.0,46.7
7.25,2,18.3,56.7
2.41,2,13.4,36.8
3.27,1,11.6,29.8
7.92,2,14.3,55.6
2.94,2,16.2,36.8
7.59,3,16.2,58.4
1.56,2,14.3,30.7
5.46,3,6.6,47.2
4.42,2,13.8,42.9
2.36,2,16.0,34.5
5.1,3,8.4,39.3
6.81,2,3.1,39.8
9.4,1,13.5,53.5
7.43,1,16.4,56.3
2.13,2,6.8,32.4
2.76,3,15.4,38.3
3.71,2,8.2,39.3
2.65,3,11.2,41.8
2.0,1,15.1,38.7
3.59,1,7.1,33.3
8.9,1,14.0,56.9
3.32,2,9.8,33.8
2.88,3,17.7,43.1
1.81,2,10.3,32.8
3.66,2,12.6,41.2
10.25,3,13.4,69.6
3.44,1,9.8,23.9
3.82,1,11.6,32.0
7.49,2,10.6,44.5
2.79,2,16.7,43.4
5.14,2,9.5,43.0
2.25,2,10.2,35.8
5.54,2,9.3,42.3
11.06,2,10.7,53.9
7.63,2,14.2,53.7
5.13,1,11.1,38.9
6.32,2,10.7,44.1
4.16,2,9.6,39.4
6.25,1,11.0,40.4
8.29,2,15.0,58.1
6.42,1,10.5,38.1
4.05,2,16.1,38.5
4.54,1,20.9,47.5
4.54,2,11.6,50.7
3.96,1,18.1,35.3
4.5,3,6.3,37.8
1.74,2,10.6,32.3
1.6,1,14.9,28.2
3.31,2,14.0,43.0
7.19,1,8.6,41.5
5.46,1,15.0,44.7
1.01,2,22.7,36.6
5.21,2,15.0,44.1
4.59,2,7.6,38.3
2.41,1,8.8,24.9
1.44,2,9.2,22.1
5.45,2,13.0,48.2
7.66,3,18.7,69.1
3.1,1,15.7,32.5
11.26,2,20.5,65.2
5.96,2,13.2,53.1
3.85,2,14.1,41.1
8.79,2,18.7,64.8
3.37,1,12.5,33.5
4.4,1,18.4,46.3
1.76,2,17.3,34.7
3.67,3,8.4,47.5
5.18,1,10.9,34.2
6.81,2,11.4,51.1
7.65,3,10.9,58.5
3.09,2,13.1,33.5
3.04,1,9.3,31.6
7.08,2,17.8,53.1
6.02,1,14.8,45.4
4.52,3,15.5,51.9
4.57,2,15.6,37.8
4.98,1,7.6,36.9
1.54,2,15.6,30.8
7.42,1,9.4,46.2
5.35,1,19.4,50.1
2.85,1,6.2,23.0
2.77,1,16.9,29.0
2.88,2,8.6,34.7
4.59,1,12.2,40.3
2.49,2,15.2,35.4
6.67,3,7.7,48.2
5.63,1,10.2,39.2
5.36,1,14.6,45.8
5.64,2,6.6,36.9
3.43,2,3.9,29.1
2.13,1,13.5,28.5
6.67,3,15.7,52.2
8.75,2,18.1,58.2
2.37,1,13.9,31.6
4.23,1,13.3,37.6
2.73,3,16.4,50.1
2.03,1,12.5,31.5
3.21,2,14.5,37.1
7.3,1,3.0,36.4
3.48,2,12.1,36.8
8.55,2,8.6,40.0
6.78,3,8.1,52.7
4.16,1,12.4,37.8
1.88,2,11.2,31.1
2.78,1,18.9,42.9
4.79,2,18.7,46.4
2.09,2,15.6,33.6
2.05,2,20.0,37.2
2.76,3,12.5,42.8
8.02,1,4.7,45.4
8.26,3,7.1,57.9
7.57,1,14.1,42.8
7.78,2,12.5,54.1
8.93,2,12.3,48.4
11.19,1,11.7,57.3
8.87,3,4.2,46.2
10.99,2,13.7,64.4
9.73,3,13.8,66.4
2.2,3,14.7,47.1
5.96,1,10.7,38.4
1.77,2,10.2,33.7
4.78,1,14.3,38.6
5.69,2,4.0,38.0
3.63,1,10.8,27.2
6.64,2,10.7,40.6
10.16,2,17.5,71.0
7.38,2,17.8,52.3
3.83,3,18.6,49.0
4.75,2,11.7,41.8
2.93,2,9.8,32.7
7.16,1,12.9,47.0
0.83,2,15.1,35.6
2.17,1,11.1,30.2
3.52,2,3.0,34.5
6.55,1,13.5,56.2
6.19,2,10.5,46.2
3.72,3,5.3,41.0
5.58,3,8.7,49.1
8.0,2,11.1,50.7
3.03,1,9.9,33.1
